date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:51	4665/4665	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/apple-icon-180x180.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/apple-icon-180x180.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:51	4054/4054	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/android-icon-192x192.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/android-icon-192x192.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:52	1085/1085	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/favicon-32x32.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/favicon-32x32.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:52	2348/2348	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/favicon-96x96.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/favicon-96x96.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:52	565/565	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/favicon-16x16.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/favicon-16x16.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:53	720/720	---M-Z	200	added ('OK')	application/json	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/manifest.json	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/manifest.json	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:53	3585/3585	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jun%202024%2018:33:08%20GMT	https://html.themeholy.com/webteck/demo/assets/img/favicons/ms-icon-144x144.png	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/favicons/ms-icon-144x144.png	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:54	194246/194246	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/assets/css/bootstrap.min.css	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/css/bootstrap.min.css	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:54	454857/454857	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/assets/css/fontawesome.min.css	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/css/fontawesome.min.css	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:55	5272/5272	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/assets/css/magnific-popup.min.css	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/css/magnific-popup.min.css	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:55	22582/22582	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/assets/css/swiper-bundle.min.css	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/css/swiper-bundle.min.css	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:56	1476/1476	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202024%2018:33:22%20GMT	https://html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_1.jpg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_1.jpg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:56	1303/1303	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202024%2018:33:22%20GMT	https://html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_2.jpg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_2.jpg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:56	600447/600447	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/assets/css/style.css	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/css/style.css	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:56	1064/1064	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202024%2018:33:22%20GMT	https://html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_3.jpg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_3.jpg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:57	882/882	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202024%2018:33:22%20GMT	https://html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_4.jpg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_4.jpg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:57	1459/1459	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Jun%202024%2018:33:22%20GMT	https://html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_5.jpg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/product/product_thumb_1_5.jpg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:57	29968/29968	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/cart.html	E:/ISHIITA/html.themeholy.com/webteck/demo/cart.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:57	32659/32659	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/checkout.html	E:/ISHIITA/html.themeholy.com/webteck/demo/checkout.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:58	68789/68789	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/index.html	E:/ISHIITA/html.themeholy.com/webteck/demo/index.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:58	10128/10128	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2029%20Jun%202024%2018:33:02%20GMT	https://html.themeholy.com/webteck/demo/assets/img/logo.svg	E:/ISHIITA/html.themeholy.com/webteck/demo/assets/img/logo.svg	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:58	68607/68607	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-web-development.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-web-development.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:59	56879/56879	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-software-company-2.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-software-company-2.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:59	71648/71648	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-startup-company.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-startup-company.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:59	55063/55063	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-solution.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-solution.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:44:59	64566/64566	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-web-agency.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-web-agency.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:00	57301/57301	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-startup.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-startup.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:00	70751/70751	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-game-solution.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-game-solution.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:00	48605/48605	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-marketing.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-marketing.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:01	45125/45125	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-landing.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-landing.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:01	51615/51615	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-landing-2.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-landing-2.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:01	46969/46969	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-app-landing.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-app-landing.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:01	54759/54759	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-ai-technology.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-ai-technology.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:02	46059/46059	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-cyber-security.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-cyber-security.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:02	54690/54690	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-cyber-security-2.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-cyber-security-2.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:02	69279/69279	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-company.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-company.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:03	61683/61683	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-digital-marking.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-digital-marking.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:03	58416/58416	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-agency.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-agency.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:03	53507/53507	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-crm.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-crm.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:03	69071/69071	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-consulting.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-consulting.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:04	38242/38242	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-help-desk.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-help-desk.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:04	67810/67810	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-digital-agency-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-digital-agency-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:04	75900/75900	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-web-development-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-web-development-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:05	57782/57782	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-software-company-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-software-company-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:05	58025/58025	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-software-company-2-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-software-company-2-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:05	70669/70669	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-startup-company-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-startup-company-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:05	56209/56209	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-solution-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-solution-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:06	66765/66765	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-web-agency-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-web-agency-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:06	61684/61684	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-startup-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-startup-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:06	71696/71696	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-game-solution-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-game-solution-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:07	50962/50962	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-marketing-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-marketing-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:07	59038/59038	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-landing-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-landing-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:07	58196/58196	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-sass-landing-2-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-sass-landing-2-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:07	56547/56547	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-app-landing-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-app-landing-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:08	55704/55704	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-ai-technology-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-ai-technology-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:08	49274/49274	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-cyber-security-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-cyber-security-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:08	55776/55776	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-cyber-security-2-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-cyber-security-2-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:08	70425/70425	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-company-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-company-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:09	60704/60704	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-digital-marking-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-digital-marking-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:09	57437/57437	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-agency-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-agency-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:09	63749/63749	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/home-crm-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-crm-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:10	70217/70217	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-it-consulting-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-it-consulting-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:10	39624/39624	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/home-help-desk-op.html	E:/ISHIITA/html.themeholy.com/webteck/demo/home-help-desk-op.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:10	52504/52504	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/about.html	E:/ISHIITA/html.themeholy.com/webteck/demo/about.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:10	39269/39269	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/service.html	E:/ISHIITA/html.themeholy.com/webteck/demo/service.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:11	30996/30996	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/service-details.html	E:/ISHIITA/html.themeholy.com/webteck/demo/service-details.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:11	36075/36075	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/shop.html	E:/ISHIITA/html.themeholy.com/webteck/demo/shop.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:11	42171/42171	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/shop-details.html	E:/ISHIITA/html.themeholy.com/webteck/demo/shop-details.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:12	30181/30181	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/wishlist.html	E:/ISHIITA/html.themeholy.com/webteck/demo/wishlist.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:12	32451/32451	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/team.html	E:/ISHIITA/html.themeholy.com/webteck/demo/team.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:12	30139/30139	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/team-details.html	E:/ISHIITA/html.themeholy.com/webteck/demo/team-details.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:13	29576/29576	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/project.html	E:/ISHIITA/html.themeholy.com/webteck/demo/project.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:13	29026/29026	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/project-details.html	E:/ISHIITA/html.themeholy.com/webteck/demo/project-details.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:13	27460/27460	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/gallery.html	E:/ISHIITA/html.themeholy.com/webteck/demo/gallery.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:13	34772/34772	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:33:00%20GMT	https://html.themeholy.com/webteck/demo/pricing.html	E:/ISHIITA/html.themeholy.com/webteck/demo/pricing.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:14	33725/33725	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/faq.html	E:/ISHIITA/html.themeholy.com/webteck/demo/faq.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:14	25104/25104	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/error.html	E:/ISHIITA/html.themeholy.com/webteck/demo/error.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
16:45:14	33878/33878	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jun%202024%2018:32:58%20GMT	https://html.themeholy.com/webteck/demo/blog.html	E:/ISHIITA/html.themeholy.com/webteck/demo/blog.html	(from https://html.themeholy.com/webteck/demo/home-software-company.html)
